,league,year,split,date,game,side,position,playername,teamname,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat15,xpat15,csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15
8865,VCS,2024,Spring,3/2/2024 13:09,2,Red,sup,Kairi,Vikings Esports,Rakan,Rumble,Lucian,Vi,Senna,Karma,2397,0,1,1,2,0.0,0.0,0.0,0.0,0.1001,0.5757,4346,108.786,0.0720156,398.3229,420.0,111,2.7785,39,0.9762,19,197,4.9312,9385,4220,105.632,0.103004,8075,,54.0,54.0,0,,,1.3517,2334.0,2460.0,16.0,-167.0,-74.0,2.0,0.0,0.0,0.0,3569.0,3340.0,25.0,-78.0,-656.0,-6.0,0.0,0.0,0.0
8866,VCS,2024,Spring,3/2/2024 13:09,2,Blue,team,,GAM Esports,,Neeko,Varus,Tristana,Syndra,Akali,2397,1,19,4,58,2.0,1.0,0.0,0.0,0.4756,0.5757,90861,2274.368,,2185.4318,5035.97,186,4.6558,119,2.9787,57,403,10.0876,75678,49851,1247.8348,,65600,0.037536,,1075.0,270,,,33.6671,15657.0,18210.0,337.0,562.0,-402.0,-17.0,1.0,2.0,0.0,24197.0,29937.0,550.0,737.0,251.0,-22.0,2.0,2.0,0.0
8867,VCS,2024,Spring,3/2/2024 13:09,2,Red,team,,Vikings Esports,,Rumble,Lucian,Vi,Senna,Karma,2397,0,4,19,7,0.0,0.0,0.0,0.0,0.1001,0.5757,60348,1510.5882,,3258.7985,2857.572,208,5.2065,102,2.5532,54,456,11.4143,66792,40965,1025.4068,,63183,-0.037536,,1167.0,240,,,35.219,15095.0,18612.0,354.0,-562.0,402.0,17.0,0.0,0.0,1.0,23460.0,29686.0,572.0,-737.0,-251.0,22.0,0.0,0.0,2.0
8880,LJL,2024,Spring,3/2/2024 13:18,2,Blue,top,Kinatu,Sengoku Gaming,K'Sante,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,3,1,0,0.0,0.0,0.0,0.0,0.2092,0.795,10707,447.9916,0.270338,748.4519,949.5816,10,0.4184,3,0.1255,5,15,0.6276,9089,5888,246.3598,0.261886,9125,,201.0,201.0,0,,,8.41,3441.0,5112.0,87.0,174.0,168.0,-1.0,0.0,0.0,0.0,5523.0,7819.0,129.0,107.0,350.0,-6.0,1.0,0.0,0.0
8881,LJL,2024,Spring,3/2/2024 13:18,2,Blue,jng,Ellim,Sengoku Gaming,Nocturne,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,1,3,4,0.0,0.0,0.0,0.0,0.2092,0.795,7629,319.205,0.192622,1132.3013,824.9372,12,0.5021,6,0.251,6,30,1.2552,7630,4429,185.3138,0.196993,7250,,138.0,28.0,110,,,5.7741,2917.0,2967.0,59.0,36.0,-279.0,-2.0,0.0,0.0,0.0,4850.0,5400.0,92.0,368.0,110.0,-3.0,1.0,1.0,1.0
8882,LJL,2024,Spring,3/2/2024 13:18,2,Blue,mid,Kakkun,Sengoku Gaming,Neeko,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,0,2,3,0.0,0.0,0.0,0.0,0.2092,0.795,10626,444.6025,0.268293,567.7406,279.4561,3,0.1255,4,0.1674,2,15,0.6276,8624,5423,226.9038,0.241204,8350,,229.0,226.0,3,,,9.5816,3334.0,4729.0,90.0,-352.0,-372.0,-9.0,0.0,0.0,0.0,5595.0,8101.0,152.0,-62.0,158.0,-6.0,0.0,1.0,0.0
8883,LJL,2024,Spring,3/2/2024 13:18,2,Blue,bot,Yuhi,Sengoku Gaming,Aphelios,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,1,5,0,0.0,0.0,0.0,0.0,0.2092,0.795,7948,332.5523,0.200677,518.7866,374.6862,8,0.3347,1,0.0418,1,13,0.5439,7754,4553,190.5021,0.202509,7825,,172.0,170.0,2,,,7.1967,2723.0,2359.0,58.0,-926.0,-1293.0,-37.0,0.0,0.0,1.0,4422.0,4348.0,109.0,-2229.0,-1401.0,-37.0,0.0,0.0,1.0
8884,LJL,2024,Spring,3/2/2024 13:18,2,Blue,sup,Gaeng,Sengoku Gaming,Milio,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,0,3,4,0.0,0.0,0.0,0.0,0.2092,0.795,2696,112.8033,0.0680705,652.0502,388.6611,41,1.7155,5,0.2092,11,57,2.3849,5391,2190,91.6318,0.0974078,5075,,27.0,27.0,0,,,1.1297,2300.0,2143.0,13.0,-504.0,-104.0,6.0,0.0,0.0,0.0,3644.0,4115.0,23.0,-708.0,586.0,8.0,0.0,1.0,0.0
8885,LJL,2024,Spring,3/2/2024 13:18,2,Red,top,RayFarky,DetonatioN FocusMe,Aatrox,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,0,3,2,0.0,0.0,0.0,0.0,0.5858,0.795,11219,469.4142,0.1761,967.2803,763.0544,9,0.3766,0,0.0,6,19,0.795,8897,5696,238.3264,0.164648,8400,,201.0,183.0,18,,,8.41,3267.0,4944.0,88.0,-174.0,-168.0,1.0,0.0,0.0,0.0,5416.0,7469.0,135.0,-107.0,-350.0,6.0,0.0,0.0,1.0
8886,LJL,2024,Spring,3/2/2024 13:18,2,Red,jng,Steal,DetonatioN FocusMe,Vi,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,2,0,6,1.0,0.0,0.0,0.0,0.5858,0.795,4833,202.2176,0.0758617,625.523,901.6318,9,0.3766,9,0.3766,7,32,1.3389,8820,5619,235.1046,0.162423,7225,,141.0,13.0,128,,,5.8996,2881.0,3246.0,61.0,-36.0,279.0,2.0,0.0,0.0,0.0,4482.0,5290.0,95.0,-368.0,-110.0,3.0,0.0,1.0,0.0
8887,LJL,2024,Spring,3/2/2024 13:18,2,Red,mid,Aria,DetonatioN FocusMe,Azir,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,4,1,6,1.0,0.0,0.0,0.0,0.5858,0.795,16193,677.5314,0.254175,615.4812,411.9247,9,0.3766,6,0.251,4,28,1.1715,12221,9020,377.4059,0.260731,10110,,257.0,245.0,12,,,10.7531,3686.0,5101.0,99.0,352.0,372.0,9.0,0.0,0.0,0.0,5657.0,7943.0,158.0,62.0,-158.0,6.0,0.0,0.0,1.0
8888,LJL,2024,Spring,3/2/2024 13:18,2,Red,bot,Yutapon,DetonatioN FocusMe,Ezreal,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,5,0,4,1.0,0.0,0.0,0.0,0.5858,0.795,17222,720.5858,0.270327,367.6987,192.7197,5,0.2092,9,0.3766,2,25,1.046,12478,9277,388.159,0.26816,10500,,237.0,231.0,6,,,9.9163,3649.0,3652.0,95.0,926.0,1293.0,37.0,0.0,0.0,0.0,6651.0,5749.0,146.0,2229.0,1401.0,37.0,1.0,0.0,0.0
8889,LJL,2024,Spring,3/2/2024 13:18,2,Red,sup,Harp,DetonatioN FocusMe,Karma,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,3,1,9,0.0,0.0,0.0,0.0,0.5858,0.795,14241,595.8577,0.223536,372.7615,261.2552,39,1.6318,9,0.3766,11,78,3.2636,8184,4983,208.4937,0.144038,6925,,25.0,25.0,0,,,1.046,2804.0,2247.0,7.0,504.0,104.0,-6.0,1.0,0.0,0.0,4352.0,3529.0,15.0,708.0,-586.0,-8.0,1.0,1.0,0.0
8890,LJL,2024,Spring,3/2/2024 13:18,2,Blue,team,,Sengoku Gaming,,Poppy,Kalista,Varus,Maokai,Gwen,1434,0,5,14,11,0.0,0.0,0.0,0.0,0.2092,0.795,39606,1657.1548,,3619.3305,2817.3222,74,3.0962,19,0.795,25,130,5.4393,38488,22483,940.7113,,37625,-0.13703,,652.0,115,,,32.0921,14715.0,17310.0,307.0,-1572.0,-1880.0,-43.0,0.0,0.0,1.0,24034.0,29783.0,505.0,-2524.0,-197.0,-44.0,2.0,3.0,2.0
8891,LJL,2024,Spring,3/2/2024 13:18,2,Red,team,,DetonatioN FocusMe,,Rakan,Orianna,Lee Sin,Viego,Xin Zhao,1434,1,14,5,27,3.0,0.0,0.0,0.0,0.5858,0.795,63708,2665.6067,,2948.7448,2530.5858,71,2.9707,33,1.3808,30,182,7.6151,50600,34595,1447.4895,,43160,0.13703,,697.0,164,,,36.0251,16287.0,19190.0,350.0,1572.0,1880.0,43.0,1.0,0.0,0.0,26558.0,29980.0,549.0,2524.0,197.0,44.0,2.0,2.0,2.0
8892,LEC,2024,Winter,3/2/2024 16:07,1,Blue,top,Adam,Team BDS,Rumble,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,4,1,13,1.0,0.0,0.0,0.0,0.5947,0.7512,22738,711.6745,0.295983,452.8326,490.8294,21,0.6573,7,0.2191,10,41,1.2833,12939,8753,273.9593,0.202382,11550,,201.0,187.0,14,,,6.2911,3741.0,4621.0,69.0,696.0,603.0,2.0,1.0,2.0,1.0,5295.0,6657.0,107.0,673.0,302.0,-5.0,1.0,4.0,1.0
8893,LEC,2024,Winter,3/2/2024 16:07,1,Blue,jng,Sheo,Team BDS,Xin Zhao,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,1,0,10,0.0,0.0,0.0,0.0,0.5947,0.7512,10603,331.8623,0.13802,1192.0188,1134.554,7,0.2191,12,0.3756,5,40,1.252,12002,7816,244.6322,0.180716,11525,,227.0,40.0,187,,,7.1049,3132.0,3101.0,61.0,129.0,169.0,4.0,0.0,2.0,0.0,4768.0,5674.0,107.0,456.0,1203.0,19.0,0.0,3.0,0.0
8894,LEC,2024,Winter,3/2/2024 16:07,1,Blue,mid,nuc,Team BDS,Orianna,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,7,1,7,1.0,0.0,0.0,0.0,0.5947,0.7512,11943,373.8028,0.155463,376.0563,311.5806,11,0.3443,13,0.4069,8,38,1.1894,13529,9343,292.4257,0.216024,11750,,235.0,224.0,11,,,7.3552,3769.0,4649.0,82.0,441.0,63.0,-7.0,2.0,0.0,0.0,5868.0,7158.0,137.0,694.0,-293.0,-9.0,3.0,1.0,0.0
8895,LEC,2024,Winter,3/2/2024 16:07,1,Blue,bot,Ice,Team BDS,Varus,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,6,0,5,0.0,0.0,0.0,0.0,0.5947,0.7512,28331,886.7293,0.368788,272.989,155.3991,25,0.7825,12,0.3756,5,51,1.5962,16390,12204,381.9718,0.282176,14625,,335.0,330.0,5,,,10.4851,3664.0,3403.0,98.0,425.0,367.0,21.0,0.0,0.0,0.0,6184.0,6536.0,168.0,1353.0,1320.0,42.0,1.0,1.0,0.0
8896,LEC,2024,Winter,3/2/2024 16:07,1,Blue,sup,Labrov,Team BDS,Nautilus,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,1,3,15,0.0,0.0,0.0,0.0,0.5947,0.7512,3207,100.3756,0.0417459,486.8858,814.6479,56,1.7527,14,0.4382,17,101,3.1612,9320,5134,160.6886,0.118703,8575,,37.0,37.0,0,,,1.1581,2115.0,2244.0,16.0,-229.0,-794.0,-3.0,0.0,0.0,1.0,3524.0,3130.0,26.0,-78.0,-799.0,-3.0,0.0,2.0,1.0
8897,LEC,2024,Winter,3/2/2024 16:07,1,Red,top,Wunder,Team Heretics,Udyr,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,1,4,1,0.0,0.0,0.0,0.0,0.1565,0.7512,11002,344.3505,0.230766,698.3725,1397.3083,14,0.4382,4,0.1252,3,30,0.939,9784,5598,175.2113,0.190117,9125,,207.0,207.0,0,,,6.4789,3045.0,4018.0,67.0,-696.0,-603.0,-2.0,1.0,0.0,2.0,4622.0,6355.0,112.0,-673.0,-302.0,5.0,1.0,0.0,2.0
8898,LEC,2024,Winter,3/2/2024 16:07,1,Red,jng,Jankos,Team Heretics,Maokai,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,1,5,2,0.0,0.0,0.0,0.0,0.1565,0.7512,9551,298.9358,0.200331,898.529,920.4382,12,0.3756,10,0.313,9,30,0.939,9427,5241,164.0376,0.177992,8825,,166.0,26.0,140,,,5.1956,3003.0,2932.0,57.0,-129.0,-169.0,-4.0,0.0,1.0,1.0,4312.0,4471.0,88.0,-456.0,-1203.0,-19.0,0.0,1.0,1.0
8899,LEC,2024,Winter,3/2/2024 16:07,1,Red,mid,Perkz,Team Heretics,Ezreal,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,1,3,2,0.0,0.0,0.0,0.0,0.1565,0.7512,16374,512.4883,0.343443,534.6792,261.6588,12,0.3756,8,0.2504,3,40,1.252,11431,7245,226.7606,0.246054,10425,,282.0,275.0,7,,,8.8263,3328.0,4586.0,89.0,-441.0,-63.0,7.0,0.0,0.0,0.0,5174.0,7451.0,146.0,-694.0,293.0,9.0,0.0,0.0,0.0
8900,LEC,2024,Winter,3/2/2024 16:07,1,Red,bot,Flakked,Team Heretics,Kalista,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,2,3,1,0.0,0.0,0.0,0.0,0.1565,0.7512,5481,171.5493,0.114964,495.7433,214.2723,15,0.4695,16,0.5008,5,54,1.6901,11993,7807,244.3505,0.265141,12125,,287.0,279.0,8,,,8.9828,3239.0,3036.0,77.0,-425.0,-367.0,-21.0,1.0,0.0,0.0,4831.0,5216.0,126.0,-1353.0,-1320.0,-42.0,1.0,0.0,1.0
8901,LEC,2024,Winter,3/2/2024 16:07,1,Red,sup,Kaiser,Team Heretics,Bard,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,0,4,4,0.0,0.0,0.0,0.0,0.1565,0.7512,5268,164.8826,0.110496,466.385,464.2567,90,2.8169,25,0.7825,19,167,5.2269,7740,3554,111.2363,0.120696,6950,,60.0,60.0,0,,,1.8779,2344.0,3038.0,19.0,229.0,794.0,3.0,0.0,1.0,0.0,3602.0,3929.0,29.0,78.0,799.0,3.0,0.0,1.0,1.0
8902,LEC,2024,Winter,3/2/2024 16:07,1,Blue,team,,Team BDS,,Draven,Seraphine,Karma,Renata Glasc,Ryze,1917,1,19,5,50,2.0,0.0,0.0,0.0,0.5947,0.7512,76822,2404.4444,,2780.7825,2907.011,120,3.7559,58,1.8153,45,271,8.482,64180,43249,1353.6463,,58025,0.200521,,818.0,217,,,32.3944,16421.0,18018.0,326.0,1462.0,408.0,17.0,3.0,4.0,2.0,25639.0,29155.0,545.0,3098.0,1733.0,44.0,5.0,11.0,2.0
8903,LEC,2024,Winter,3/2/2024 16:07,1,Red,team,,Team Heretics,,Azir,Vi,Ashe,Blitzcrank,K'Sante,1917,0,5,19,10,0.0,0.0,0.0,0.0,0.1565,0.7512,47676,1492.2066,,3093.7089,3257.9343,143,4.4757,63,1.9718,39,321,10.0469,50375,29444,921.5649,,47450,-0.200521,,847.0,155,,,31.3615,14959.0,17610.0,309.0,-1462.0,-408.0,-17.0,2.0,2.0,3.0,22541.0,27422.0,501.0,-3098.0,-1733.0,-44.0,2.0,2.0,5.0
8904,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,top,Tay,INTZ,Udyr,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2276,9567,311.122,0.154876,751.187,1568.6829,16,0.5203,6,0.1951,9,35,1.1382,9985,5946,193.3659,0.222748,9675,,236.0,228.0,8,,,7.6748,3201.0,4958.0,85.0,-118.0,83.0,-6.0,0.0,0.0,0.0,4937.0,7763.0,132.0,-117.0,561.0,2.0,0.0,0.0,0.0
8905,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,jng,Yampi,INTZ,Rell,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2276,3491,113.5285,0.0565143,679.2846,1755.2195,8,0.2602,11,0.3577,6,47,1.5285,8512,4473,145.4634,0.167563,8350,,165.0,19.0,146,,,5.3659,2870.0,2951.0,61.0,-361.0,-655.0,-12.0,0.0,0.0,0.0,4210.0,4723.0,88.0,-553.0,-847.0,-19.0,0.0,0.0,1.0
8906,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,mid,Aithusa,INTZ,Taliyah,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2276,19203,624.4878,0.310869,365.8537,191.8699,16,0.5203,3,0.0976,6,26,0.8455,9869,5830,189.5935,0.218403,9250,,244.0,232.0,12,,,7.935,3198.0,4719.0,78.0,-247.0,-63.0,-11.0,0.0,0.0,0.0,4860.0,6900.0,125.0,-752.0,-540.0,-18.0,0.0,0.0,0.0
8907,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,bot,NinjaKiwi,INTZ,Lucian,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2276,26104,848.9106,0.422586,325.2358,196.7805,16,0.5203,15,0.4878,6,48,1.561,11700,7661,249.1382,0.287,10925,,266.0,266.0,0,,,8.6504,3480.0,3505.0,93.0,406.0,181.0,14.0,0.0,0.0,0.0,5287.0,5323.0,134.0,851.0,296.0,20.0,0.0,0.0,0.0
8908,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,sup,Damage,INTZ,Milio,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2276,3407,110.7967,0.0551544,216.4553,112.5528,52,1.6911,11,0.3577,14,85,2.7642,6823,2784,90.5366,0.104286,6000,,26.0,26.0,0,,,0.8455,2505.0,2566.0,15.0,-69.0,424.0,2.0,0.0,0.0,0.0,3714.0,3671.0,23.0,-154.0,332.0,2.0,0.0,0.0,0.0
8909,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,top,Destroy,FURIA,K'Sante,Karma,Kalista,Orianna,Corki,Akali,1845,1,3,0,3,1.0,0.0,0.0,0.0,0.2276,0.2276,14274,464.1951,0.2556,901.0407,1935.5772,15,0.4878,8,0.2602,11,42,1.3659,11897,7858,255.5447,0.231194,10025,,262.0,262.0,0,,,8.5203,3319.0,4875.0,91.0,118.0,-83.0,6.0,0.0,0.0,0.0,5054.0,7202.0,130.0,117.0,-561.0,-2.0,0.0,1.0,0.0
8910,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,jng,Mir,FURIA,Kindred,Karma,Kalista,Orianna,Corki,Akali,1845,1,2,0,3,1.0,0.0,0.0,0.0,0.2276,0.2276,7906,257.1057,0.14157,743.5772,383.6748,13,0.4228,20,0.6504,12,67,2.1789,11110,7071,229.9512,0.208038,9133,,237.0,56.0,181,,,7.7073,3231.0,3606.0,73.0,361.0,655.0,12.0,0.0,0.0,0.0,4763.0,5570.0,107.0,553.0,847.0,19.0,0.0,1.0,0.0
8911,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,mid,Tutsz,FURIA,Azir,Karma,Kalista,Orianna,Corki,Akali,1845,1,1,0,5,0.0,0.0,0.0,0.0,0.2276,0.2276,13825,449.5935,0.24756,406.374,262.6992,10,0.3252,12,0.3902,9,42,1.3659,13175,9136,297.1057,0.268797,11400,,304.0,281.0,23,,,9.8862,3445.0,4782.0,89.0,247.0,63.0,11.0,0.0,0.0,0.0,5612.0,7440.0,143.0,752.0,540.0,18.0,1.0,0.0,0.0
8912,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,bot,Ayu,FURIA,Ornn,Karma,Kalista,Orianna,Corki,Akali,1845,1,0,0,5,0.0,0.0,0.0,0.0,0.2276,0.2276,5340,173.6585,0.0956218,733.9837,853.4959,14,0.4553,4,0.1301,10,33,1.0732,9276,5237,170.3089,0.154077,9000,,205.0,205.0,0,,,6.6667,3074.0,3324.0,79.0,-406.0,-181.0,-14.0,0.0,0.0,0.0,4436.0,5027.0,114.0,-851.0,-296.0,-20.0,0.0,1.0,0.0
8913,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,sup,zay,FURIA,Senna,Karma,Kalista,Orianna,Corki,Akali,1845,1,1,0,6,0.0,0.0,0.0,0.0,0.2276,0.2276,14500,471.5447,0.259647,233.8537,86.374,51,1.6585,27,0.878,10,127,4.1301,8726,4687,152.4228,0.137894,7500,,49.0,49.0,0,,,1.5935,2574.0,2142.0,13.0,69.0,-424.0,-2.0,0.0,0.0,0.0,3868.0,3339.0,21.0,154.0,-332.0,-2.0,0.0,1.0,0.0
8914,CBLOL,2024,Split 1,3/2/2024 16:13,1,Blue,team,,INTZ,,Pyke,Vi,Nocturne,Xin Zhao,Maokai,1845,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.2276,61772,2008.8455,,2338.0163,3825.1057,108,3.5122,46,1.4959,41,241,7.8374,46889,26692,868.0325,,44200,-0.0626356,,771.0,166,,,30.4715,15254.0,18699.0,332.0,-389.0,-30.0,-13.0,0.0,0.0,0.0,23008.0,28380.0,502.0,-725.0,-198.0,-13.0,0.0,0.0,1.0
8915,CBLOL,2024,Split 1,3/2/2024 16:13,1,Red,team,,FURIA,,Karma,Kalista,Orianna,Corki,Akali,1845,1,7,0,22,2.0,0.0,0.0,0.0,0.2276,0.2276,55845,1816.0976,,3018.8293,3521.8211,103,3.3496,71,2.3089,52,311,10.1138,54184,33987,1105.2683,,47058,0.0626356,,853.0,204,,,34.374,15643.0,18729.0,345.0,389.0,30.0,13.0,0.0,0.0,0.0,23733.0,28578.0,515.0,725.0,198.0,13.0,1.0,4.0,0.0
8916,LEC,2024,Winter,3/2/2024 16:57,2,Blue,top,Adam,Team BDS,Garen,Draven,Seraphine,Karma,Renata Glasc,Udyr,1912,1,2,3,6,0.0,0.0,0.0,0.0,0.5021,0.9414,16478,517.0921,0.240288,731.1402,961.8828,9,0.2824,8,0.251,5,29,0.91,14527,10351,324.8222,0.242288,13608,,311.0,295.0,16,,,9.7594,3737.0,4812.0,93.0,581.0,68.0,12.0,0.0,0.0,0.0,5647.0,7618.0,143.0,373.0,-98.0,4.0,0.0,0.0,0.0
8917,LEC,2024,Winter,3/2/2024 16:57,2,Blue,jng,Sheo,Team BDS,Poppy,Draven,Seraphine,Karma,Renata Glasc,Udyr,1912,1,3,0,10,1.0,0.0,0.0,0.0,0.5021,0.9414,11398,357.6778,0.16621,546.5586,1018.0544,6,0.1883,13,0.4079,4,49,1.5377,12872,8696,272.887,0.203549,12600,,206.0,30.0,176,,,6.4644,3733.0,3333.0,66.0,-60.0,15.0,3.0,2.0,1.0,0.0,5464.0,5480.0,101.0,117.0,94.0,1.0,2.0,1.0,0.0
8918,LEC,2024,Winter,3/2/2024 16:57,2,Blue,mid,nuc,Team BDS,Orianna,Draven,Seraphine,Karma,Renata Glasc,Udyr,1912,1,3,1,6,0.0,0.0,0.0,0.0,0.5021,0.9414,14736,462.4268,0.214886,250.2615,251.5481,15,0.4707,4,0.1255,6,24,0.7531,13000,8824,276.9038,0.206545,12150,,272.0,272.0,0,,,8.5356,3210.0,4809.0,87.0,-483.0,-339.0,-8.0,0.0,0.0,0.0,5373.0,7672.0,140.0,-175.0,-15.0,-2.0,1.0,0.0,0.0
8919,LEC,2024,Winter,3/2/2024 16:57,2,Blue,bot,Ice,Team BDS,Varus,Draven,Seraphine,Karma,Renata Glasc,Udyr,1912,1,6,3,7,2.0,1.0,0.0,0.0,0.5021,0.9414,21849,685.6381,0.31861,225.4707,107.887,34,1.0669,15,0.4707,2,69,2.1653,14941,10765,337.8138,0.251978,14300,,302.0,296.0,6,,,9.477,3462.0,2864.0,70.0,-638.0,-122.0,-1.0,1.0,2.0,3.0,5365.0,5510.0,129.0,-420.0,117.0,7.0,1.0,2.0,3.0
8920,LEC,2024,Winter,3/2/2024 16:57,2,Blue,sup,Labrov,Team BDS,Nautilus,Draven,Seraphine,Karma,Renata Glasc,Udyr,1912,1,2,7,9,0.0,0.0,0.0,0.0,0.5021,0.9414,4115,129.1318,0.0600064,507.4268,652.6883,52,1.6318,12,0.3766,15,105,3.295,8262,4086,128.2218,0.0956406,8175,,31.0,31.0,0,,,0.9728,2423.0,2184.0,14.0,-42.0,-253.0,2.0,0.0,3.0,2.0,3476.0,2854.0,19.0,102.0,-378.0,2.0,0.0,3.0,2.0
8921,LEC,2024,Winter,3/2/2024 16:57,2,Red,top,Wunder,Team Heretics,K'Sante,Azir,Ashe,Xin Zhao,Darius,Olaf,1912,0,2,2,6,0.0,0.0,0.0,0.0,0.4393,0.9414,12762,400.4812,0.250599,705.4707,1138.7134,17,0.5335,5,0.1569,4,33,1.0356,13017,8841,277.4372,0.256865,11750,,284.0,284.0,0,,,8.9121,3156.0,4744.0,81.0,-581.0,-68.0,-12.0,0.0,0.0,0.0,5274.0,7716.0,139.0,-373.0,98.0,-4.0,0.0,0.0,0.0
8922,LEC,2024,Winter,3/2/2024 16:57,2,Red,jng,Jankos,Team Heretics,Vi,Azir,Ashe,Xin Zhao,Darius,Olaf,1912,0,4,3,5,0.0,0.0,0.0,0.0,0.4393,0.9414,8048,252.5523,0.158033,859.864,1045.4498,10,0.3138,11,0.3452,6,35,1.0983,10441,6265,196.6004,0.182021,10200,,186.0,29.0,157,,,5.8368,3793.0,3318.0,63.0,60.0,-15.0,-3.0,2.0,2.0,0.0,5347.0,5386.0,100.0,-117.0,-94.0,-1.0,2.0,2.0,0.0
8923,LEC,2024,Winter,3/2/2024 16:57,2,Red,mid,Perkz,Team Heretics,Neeko,Azir,Ashe,Xin Zhao,Darius,Olaf,1912,0,1,4,6,0.0,0.0,0.0,0.0,0.4393,0.9414,9951,312.2699,0.195401,534.4456,260.0837,11,0.3452,9,0.2824,6,35,1.0983,11216,7040,220.9205,0.204538,11000,,275.0,270.0,5,,,8.6297,3693.0,5148.0,95.0,483.0,339.0,8.0,1.0,0.0,0.0,5548.0,7687.0,142.0,175.0,15.0,2.0,1.0,0.0,1.0
8924,LEC,2024,Winter,3/2/2024 16:57,2,Red,bot,Flakked,Team Heretics,Kalista,Azir,Ashe,Xin Zhao,Darius,Olaf,1912,0,7,4,6,0.0,0.0,0.0,0.0,0.4393,0.9414,14989,470.3661,0.294329,455.272,246.4644,17,0.5335,18,0.5649,6,54,1.6946,13461,9285,291.3703,0.269765,11900,,270.0,262.0,8,,,8.4728,4100.0,2986.0,71.0,638.0,122.0,1.0,2.0,3.0,1.0,5785.0,5393.0,122.0,420.0,-117.0,-7.0,2.0,3.0,1.0
8925,LEC,2024,Winter,3/2/2024 16:57,2,Red,sup,Kaiser,Team Heretics,Blitzcrank,Azir,Ashe,Xin Zhao,Darius,Olaf,1912,0,0,3,13,0.0,0.0,0.0,0.0,0.4393,0.9414,5176,162.4268,0.101638,388.0544,209.9686,61,1.9142,9,0.2824,19,109,3.4205,7164,2988,93.7657,0.0868112,6475,,28.0,28.0,0,,,0.8787,2465.0,2437.0,12.0,42.0,253.0,-2.0,0.0,4.0,2.0,3374.0,3232.0,17.0,-102.0,378.0,-2.0,0.0,4.0,2.0
